804 815 793 825 836 | 0.812572 0.0200443 0.573578 0.10165 -1.25817 -0.00882859 -0.10469
1265 1272 1257 1280 1288 | 0.34085 0.0328444 0.939349 0.0191262 -1.30485 0.0685702 0.828248
1332 1321 1345 1310 1358 | 0.0262255 0.076865 0.996685 -0.00482555 -0.62494 0.143877 1.3553
1321 1310 1332 1345 1298 | 0.0377277 0.0589022 0.997075 0.0308078 -0.654643 0.0264117 1.35948
1440 1422 1458 1477 1402 | 0.0999972 0.0664046 0.992693 0.0123379 -0.865406 0.0890866 1.02944
1280 1288 1272 1298 1310 | 0.265754 0.0206578 0.963588 0.0211104 -1.17295 0.0316781 0.99647
1257 1265 1248 1272 1240 | 0.401694 0.0262778 0.914807 0.0328426 -1.39746 0.031791 0.664638
1288 1298 1280 1310 1321 | 0.177455 0.0380966 0.983326 0.0113136 -0.979565 0.0745945 1.17761
1272 1280 1288 1265 1257 | 0.287041 0.026697 0.956746 0.0391443 -1.21051 -0.00130758 0.958783
1458 1477 1440 1496 1422 | 0.0768975 0.0616274 0.995011 0.0155776 -0.824147 0.0689233 1.0324
1477 1458 1496 1517 1440 | 0.0513388 0.0532081 0.996814 0.0299026 -0.78228 0.0199901 1.03401
1310 1321 1332 1298 1288 | 0.0741719 0.0651202 0.995083 0.00825169 -0.73617 0.103741 1.32373
1248 1257 1240 1265 1272 | 0.394274 0.0281023 0.917746 0.0387278 -1.37898 0.020529 0.703023
1371 1358 1386 1345 1402 | 0.0618641 0.0619501 0.996011 0.0172492 -0.750326 0.0693509 1.23115
1386 1371 1402 1358 1345 | 0.0569636 0.0849833 0.994745 0.00399616 -0.740351 0.130822 1.20758
1298 1288 1310 1321 1280 | 0.126663 0.0474211 0.990809 0.00212917 -0.860558 0.104412 1.25557
1402 1386 1371 1422 1358 | 0.0524389 0.0807083 0.995301 0.0106103 -0.741666 0.107557 1.18318
1358 1345 1371 1386 1332 | 0.0380238 0.0664646 0.996721 0.0261542 -0.683914 0.0487364 1.29177
1422 1402 1440 1386 1458 | 0.0861385 0.0862054 0.992543 0.0028172 -0.824439 0.1386 1.08902
1345 1358 1332 1321 1371 | 0.0508183 0.0658382 0.996236 0.0244261 -0.706589 0.0551131 1.29883
1749 1769 1728 1706 1788 | 0.02321 0.0533633 0.998039 -0.0230555 -0.865894 0.0693129 0.499764
1805 1822 1788 1839 1769 | 0.0194574 0.0238124 0.998987 -0.0328393 -0.898841 0.0113697 0.384151
1769 1749 1788 1805 1728 | 0.0465492 0.0541035 0.997097 -0.0265265 -0.899989 0.0679388 0.413245
1662 1641 1685 1619 1706 | 0.0211493 0.0574649 0.998032 -0.0135464 -0.819486 0.082146 0.697042
1706 1685 1728 1749 1662 | 0.00690348 0.0539613 0.998444 -0.0122649 -0.823933 0.0669754 0.626361
1822 1839 1805 1855 1788 | -0.0427649 0.0496884 0.997585 -0.0229338 -0.855727 0.0463029 0.455173
1619 1641 1600 1662 1581 | 0.055994 0.0484926 0.996927 -0.0254977 -0.848754 0.0969575 0.731503
1839 1822 1855 1871 1805 | -0.0400717 0.0523037 0.997565 -0.0228694 -0.871159 0.0460795 0.409082
1855 1839 1871 1822 1883 | 0.0097347 0.0290618 0.998981 -0.0331332 -0.915091 0.00610877 0.283857
1561 1581 1539 1600 1517 | 0.113397 0.0612594 0.991534 -0.0157629 -0.913892 0.118447 0.750487
1496 1477 1517 1458 1539 | 0.0580913 0.0565916 0.995971 0.0382785 -0.80673 0.00941266 0.98317
1517 1496 1539 1477 1561 | 0.0563394 0.0686746 0.996047 0.000340681 -0.806533 0.102626 0.944311
1539 1517 1561 1496 1581 | 0.0325528 0.0737871 0.996689 0.0103093 -0.772188 0.0844434 0.936855
1581 1561 1600 1539 1619 | 0.126766 0.0442439 0.990429 -0.0319808 -0.936013 0.113105 0.682609
1600 1619 1581 1561 1641 | 0.118063 0.0438076 0.992025 -0.00531996 -0.930233 0.0659823 0.662102
1641 1662 1619 1685 1600 | 0.0520093 0.048074 0.99736 -0.0160214 -0.854917 0.0754198 0.692137
1685 1706 1662 1641 1728 | 0.0270363 0.0471422 0.998389 -0.0163038 -0.838473 0.0644469 0.639251
1728 1749 1706 1769 1685 | -0.018694 0.0342533 0.999237 -0.00132532 -0.809168 0.0155899 0.619906
1788 1805 1769 1822 1749 | 0.0369829 0.0356323 0.99826 -0.0289809 -0.902676 0.0330108 0.39003
969 986 951 935 1006 | 0.796125 0.0149719 0.604691 0.0176182 -1.29051 0.126082 -0.288449
1209 1196 1220 1230 1240 | 0.638315 0.0181243 0.76866 0.0372313 -1.52796 0.0468416 -0.0792202
1196 1209 1179 1162 1220 | 0.715919 0.0289455 0.69732 0.0191691 -1.46868 0.11923 -0.368804
1068 1047 1093 1026 1117 | 0.783648 0.0214654 0.619439 0.0415941 -1.32517 0.0894272 -0.403379
1240 1248 1257 1230 1265 | 0.468522 0.0327249 0.882818 0.00696624 -1.46565 0.114126 0.480882
1141 1117 1162 1093 1068 | 0.782956 0.020292 0.620234 0.043326 -1.34749 0.0799598 -0.541178
935 919 951 903 969 | 0.785157 0.0616862 0.607458 0.103523 -1.29808 0.0624672 -0.192785
1026 1047 1006 986 1068 | 0.794632 0.0158264 0.602893 0.0694962 -1.30531 0.0379467 -0.382315
1093 1068 1117 1047 1026 | 0.800657 0.0142122 0.598114 0.0316986 -1.30449 0.0884171 -0.52522
1230 1240 1220 1248 1257 | 0.521396 0.0127044 0.851921 0.0470738 -1.50985 -0.0085574 0.316413
919 935 903 951 887 | 0.780656 0.0407295 0.618546 0.0794812 -1.29872 0.0623586 -0.143145
951 935 969 919 986 | 0.767466 0.0503912 0.633402 0.0851957 -1.31083 0.0683416 -0.140361
986 969 1006 951 935 | 0.786205 0.0157314 0.615241 0.0557983 -1.30692 0.058884 -0.276338
1006 1026 986 969 1047 | 0.799252 0.0239963 0.595176 0.0799088 -1.29702 0.0401425 -0.368965
1047 1026 1068 1006 1093 | 0.790934 0.0179368 0.609973 0.045116 -1.3125 0.0791216 -0.397784
1117 1093 1141 1068 1047 | 0.791309 0.00824518 0.609747 0.0443983 -1.32539 0.0521331 -0.533129
1162 1179 1141 1117 1196 | 0.787863 0.00629941 0.614586 0.0389278 -1.34569 0.0482269 -0.609922
1179 1162 1196 1209 1141 | 0.778289 0.0287025 0.626086 0.0382032 -1.36872 0.103548 -0.601054
1220 1230 1240 1209 1248 | 0.561361 0.0237759 0.826876 0.0241601 -1.52456 0.072084 0.195734
2090 2074 2105 2059 2122 | 0.6104 -0.0984054 -0.785502 0.0267267 -0.217648 0.0807763 0.703093
1895 1907 1871 1883 1919 | -0.060743 0.0401633 0.996181 -0.0481784 -0.893876 0.022653 0.31452
1907 1919 1895 1871 1883 | -0.0945182 0.0829271 0.989332 -0.0735608 -0.871754 0.113164 0.338976
2059 2044 2074 2029 2090 | 0.706807 -0.082362 -0.701879 0.0317212 -0.0164527 0.062349 0.782986
1945 1959 1973 1932 1919 | -0.345122 0.097909 0.932534 -0.0410408 -0.603784 0.11858 0.671494
1959 1945 1973 1932 2000 | -0.435458 0.0830029 0.896033 -0.0247508 -0.491089 0.0801187 0.746777
2122 2140 2105 2090 2157 | 0.598958 -0.14531 -0.786948 0.029089 -0.229293 0.132842 0.643686
1919 1907 1932 1895 1871 | -0.166218 0.0512639 0.98346 -0.0505048 -0.82213 0.0464107 0.436708
1973 1959 1945 1987 2000 | -0.471256 0.0893172 0.875084 -0.0645679 -0.441714 0.124955 0.748834
1932 1919 1959 1945 1973 | -0.254875 0.0858378 0.961627 -0.054266 -0.73097 0.111264 0.553005
2015 2029 2000 2044 2059 | 0.624796 -0.0920756 -0.774447 0.0371974 -0.171643 0.0901112 0.820428
2044 2059 2074 2029 2015 | 0.682054 -0.110325 -0.722298 0.0302864 -0.0581056 0.097824 0.798398
1987 2000 2015 1973 2029 | 0.577955 -0.0981375 -0.807768 0.0620333 -0.248344 0.130577 0.825198
1883 1871 1895 1907 1855 | -0.00504809 0.0789289 0.995364 -0.0547371 -0.914995 0.0990489 0.237577
2000 2015 2029 2044 1987 | 0.589646 -0.111092 -0.798765 0.0441608 -0.231386 0.126998 0.816891
2029 2015 2044 2059 2000 | 0.678234 -0.129492 -0.722636 0.0320666 -0.0533651 0.125052 0.815783
1871 1855 1839 1883 1895 | 0.0153377 0.0497487 0.997506 -0.0476605 -0.925787 0.0443376 0.234224
2074 2090 2059 2044 2105 | 0.653425 -0.120353 -0.747172 0.0168546 -0.128175 0.0955448 0.746571
2105 2090 2074 2122 2059 | 0.639932 -0.116867 -0.757994 0.0476842 -0.161562 0.115029 0.691538
2270 2249 2230 2293 2211 | 0.598058 -0.119263 -0.792266 0.0204266 -0.240297 0.0747841 0.447718
2175 2157 2193 2211 2140 | 0.652847 -0.123714 -0.746377 0.0375152 -0.155067 0.101048 0.598056
2522 2534 2541 2549 2514 | 0.958172 -0.131312 -0.23649 0.0934626 0.0121089 0.0382983 0.145705
2140 2157 2122 2175 2105 | 0.598133 -0.131609 -0.790199 0.0224064 -0.23573 0.108989 0.620516
2339 2361 2316 2293 2385 | 0.591997 -0.132372 -0.793538 0.0481161 -0.245386 0.0832252 0.352916
2361 2385 2339 2316 2408 | 0.597966 -0.149625 -0.784809 0.0642211 -0.238525 0.0945597 0.321241
2434 2408 2385 2460 2361 | 0.692162 -0.166704 -0.700359 0.0511816 -0.173007 0.0816618 0.255579
2230 2249 2211 2193 2270 | 0.646261 -0.136756 -0.750723 0.00773049 -0.174484 0.0866819 0.52803
2316 2339 2293 2361 2270 | 0.563827 -0.141417 -0.813204 0.0282805 -0.270636 0.091091 0.367578
2193 2175 2157 2211 2230 | 0.675096 -0.138717 -0.722333 0.0568997 -0.119366 0.125125 0.580324
2486 2460 2514 2434 2522 | 0.849133 -0.10742 -0.512871 0.0663194 -0.0831021 0.0403767 0.213746
2460 2434 2408 2385 2486 | 0.732547 -0.136815 -0.665133 0.0474863 -0.16111 0.0550081 0.224365
2249 2230 2270 2211 2293 | 0.642638 -0.117854 -0.756923 0.0139361 -0.184971 0.0704134 0.501027
2211 2230 2193 2175 2249 | 0.625401 -0.141512 -0.766051 0.0448768 -0.197623 0.119005 0.539068
2408 2434 2385 2361 2339 | 0.634176 -0.152138 -0.757112 0.0381562 -0.21254 0.0770068 0.268794
2385 2408 2361 2434 2339 | 0.604927 -0.159263 -0.778194 0.0557901 -0.231126 0.0915826 0.287328
2293 2270 2316 2339 2249 | 0.603755 -0.123961 -0.786545 0.0382211 -0.233643 0.0830432 0.421931
2157 2175 2140 2193 2122 | 0.626917 -0.126062 -0.767943 0.0367058 -0.192576 0.107552 0.612099
2514 2522 2534 2541 2549 | 0.938547 -0.120594 -0.302658 0.113954 -0.00416197 0.0381019 0.164279
2549 2559 2569 2541 2534 | 0.976814 -0.110581 -0.163765 0.0823798 0.0133631 0.022974 0.0828822
2559 2549 2569 2541 2534 | 0.985435 -0.0881762 -0.115934 0.0877632 0.0149821 0.0185287 0.0578566
2651 2637 146 132 119 | 0.993976 -0.0747448 -0.0651953 0.0466296 -0.0243946 0.00729599 -0.142328
2584 2569 2559 6 2549 | 0.990369 -0.095851 -0.0568576 0.0821507 0.00946022 0.0154693 0.00121133
2637 2651 2611 106 146 | 0.990091 -0.0817661 -0.105744 0.0430388 -0.00601943 0.00822425 -0.113354
2534 2549 2541 2559 2569 | 0.978286 -0.118102 -0.148271 0.0838113 0.0262021 0.0307052 0.117364
2569 2559 2549 2541 2534 | 0.983881 -0.109295 -0.114377 0.0833711 0.0123892 0.0203129 0.0337909
2541 2549 2559 2534 2569 | 0.972081 -0.148648 -0.168709 0.0670815 0.017265 0.0334358 0.0994042
2611 60 69 2637 53 | 0.989232 -0.0962356 -0.0992877 0.0479582 0.00111976 0.0106966 -0.0573083
2679 178 195 162 146 | 0.992845 -0.0802634 -0.0857766 0.0214334 -0.0300036 0.00479943 -0.20404
